context,_id,after,narrators_id,h_wa_chain,h_wa_haddathana,before,aliase,order
 3341 حَدَّثَنَا مُحَمَّدُ بْنُ سِنَانٍ حَدَّثَنَا سَلِيمُ بْنُ حَيَّانَ حَدَّثَنَا سَعِيدُ بْنُ مِينَاءَ عَنْ جَابِرِ بْنِ عَبْدِ اللَّهِ رَضِيَ اللَّهُ عَنْهُمَا قَالَ,bukhari-03341-00,عَنْ,16001,0,0,حَدَّثَنَا,سَعِيدُ بْنُ مِينَاءَ,2
 3341 حَدَّثَنَا مُحَمَّدُ بْنُ سِنَانٍ حَدَّثَنَا سَلِيمُ بْنُ حَيَّانَ حَدَّثَنَا سَعِيدُ بْنُ مِينَاءَ عَنْ جَابِرِ بْنِ عَبْدِ اللَّهِ رَضِيَ اللَّهُ عَنْهُمَا قَالَ,bukhari-03341-00,رَضِيَ اللَّهُ عَنْهُمَا قَالَ,36,0,0,عَنْ,جَابِرِ بْنِ عَبْدِ اللَّهِ,3
 3342 حَدَّثَنَا قُتَيْبَةُ بْنُ سَعِيدٍ حَدَّثَنَا إِسْمَاعِيلُ بْنُ جَعْفَرٍ عَنْ عَبْدِ اللَّهِ بْنِ دِينَارٍ عَنْ أَبِي صَالِحٍ عَنْ أَبِي هُرَيْرَةَ رَضِيَ اللَّهُ عَنْهُ,bukhari-03342-00,حَدَّثَنَا,16818,0,0,3342 حَدَّثَنَا,قُتَيْبَةُ بْنُ سَعِيدٍ,1
 3342 حَدَّثَنَا قُتَيْبَةُ بْنُ سَعِيدٍ حَدَّثَنَا إِسْمَاعِيلُ بْنُ جَعْفَرٍ عَنْ عَبْدِ اللَّهِ بْنِ دِينَارٍ عَنْ أَبِي صَالِحٍ عَنْ أَبِي هُرَيْرَةَ رَضِيَ اللَّهُ عَنْهُ,bukhari-03342-00,عَنْ,12430,0,0,حَدَّثَنَا,إِسْمَاعِيلُ بْنُ جَعْفَرٍ,2
 3342 حَدَّثَنَا قُتَيْبَةُ بْنُ سَعِيدٍ حَدَّثَنَا إِسْمَاعِيلُ بْنُ جَعْفَرٍ عَنْ عَبْدِ اللَّهِ بْنِ دِينَارٍ عَنْ أَبِي صَالِحٍ عَنْ أَبِي هُرَيْرَةَ رَضِيَ اللَّهُ عَنْهُ,bukhari-03342-00,عَنْ,16430,0,0,عَنْ,عَبْدِ اللَّهِ بْنِ دِينَارٍ,3
 3342 حَدَّثَنَا قُتَيْبَةُ بْنُ سَعِيدٍ حَدَّثَنَا إِسْمَاعِيلُ بْنُ جَعْفَرٍ عَنْ عَبْدِ اللَّهِ بْنِ دِينَارٍ عَنْ أَبِي صَالِحٍ عَنْ أَبِي هُرَيْرَةَ رَضِيَ اللَّهُ عَنْهُ,bukhari-03342-00,عَنْ,12045,0,0,عَنْ,أَبِي صَالِحٍ,4
 3342 حَدَّثَنَا قُتَيْبَةُ بْنُ سَعِيدٍ حَدَّثَنَا إِسْمَاعِيلُ بْنُ جَعْفَرٍ عَنْ عَبْدِ اللَّهِ بْنِ دِينَارٍ عَنْ أَبِي صَالِحٍ عَنْ أَبِي هُرَيْرَةَ رَضِيَ اللَّهُ عَنْهُ,bukhari-03342-00,رَضِيَ اللَّهُ عَنْهُ,3,0,0,عَنْ,أَبِي هُرَيْرَةَ,5
 3343 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ يُوسُفَ حَدَّثَنَا اللَّيْثُ عَنْ عُقَيْلٍ عَنْ ابْنِ شِهَابٍ عَنْ عُرْوَةَ بْنِ الزُّبَيْرِ عَنْ عَائِشَةَ رَضِيَ اللَّهُ عَنْهَا وَقَالَ ابْنُ شِهَابٍ وَأَخْبَرَنِي سَعِيدُ بْنُ الْمُسَيَّبِ مِثْلَهُ,bukhari-03343-00,حَدَّثَنَا,16475,0,0,3343 حَدَّثَنَا,عَبْدُ اللَّهِ بْنُ يُوسُفَ,1
 3343 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ يُوسُفَ حَدَّثَنَا اللَّيْثُ عَنْ عُقَيْلٍ عَنْ ابْنِ شِهَابٍ عَنْ عُرْوَةَ بْنِ الزُّبَيْرِ عَنْ عَائِشَةَ رَضِيَ اللَّهُ عَنْهَا وَقَالَ ابْنُ شِهَابٍ وَأَخْبَرَنِي سَعِيدُ بْنُ الْمُسَيَّبِ مِثْلَهُ,bukhari-03343-00,عَنْ,15124,0,0,حَدَّثَنَا,اللَّيْثُ,2
 3343 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ يُوسُفَ حَدَّثَنَا اللَّيْثُ عَنْ عُقَيْلٍ عَنْ ابْنِ شِهَابٍ عَنْ عُرْوَةَ بْنِ الزُّبَيْرِ عَنْ عَائِشَةَ رَضِيَ اللَّهُ عَنْهَا وَقَالَ ابْنُ شِهَابٍ وَأَخْبَرَنِي سَعِيدُ بْنُ الْمُسَيَّبِ مِثْلَهُ,bukhari-03343-00,عَنْ,16581,0,0,عَنْ,عُقَيْلٍ,3
 3343 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ يُوسُفَ حَدَّثَنَا اللَّيْثُ عَنْ عُقَيْلٍ عَنْ ابْنِ شِهَابٍ عَنْ عُرْوَةَ بْنِ الزُّبَيْرِ عَنْ عَائِشَةَ رَضِيَ اللَّهُ عَنْهَا وَقَالَ ابْنُ شِهَابٍ وَأَخْبَرَنِي سَعِيدُ بْنُ الْمُسَيَّبِ مِثْلَهُ,bukhari-03343-00,عَنْ,12300,0,0,عَنْ,ابْنِ شِهَابٍ,4
 3343 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ يُوسُفَ حَدَّثَنَا اللَّيْثُ عَنْ عُقَيْلٍ عَنْ ابْنِ شِهَابٍ عَنْ عُرْوَةَ بْنِ الزُّبَيْرِ عَنْ عَائِشَةَ رَضِيَ اللَّهُ عَنْهَا وَقَالَ ابْنُ شِهَابٍ وَأَخْبَرَنِي سَعِيدُ بْنُ الْمُسَيَّبِ مِثْلَهُ,bukhari-03343-00,عَنْ,16561,0,0,عَنْ,عُرْوَةَ بْنِ الزُّبَيْرِ,5
 3343 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ يُوسُفَ حَدَّثَنَا اللَّيْثُ عَنْ عُقَيْلٍ عَنْ ابْنِ شِهَابٍ عَنْ عُرْوَةَ بْنِ الزُّبَيْرِ عَنْ عَائِشَةَ رَضِيَ اللَّهُ عَنْهَا وَقَالَ ابْنُ شِهَابٍ وَأَخْبَرَنِي سَعِيدُ بْنُ الْمُسَيَّبِ مِثْلَهُ,bukhari-03343-00,رَضِيَ اللَّهُ عَنْهَا,25,0,0,عَنْ,عَائِشَةَ,6
 3343 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ يُوسُفَ حَدَّثَنَا اللَّيْثُ عَنْ عُقَيْلٍ عَنْ ابْنِ شِهَابٍ عَنْ عُرْوَةَ بْنِ الزُّبَيْرِ عَنْ عَائِشَةَ رَضِيَ اللَّهُ عَنْهَا وَقَالَ ابْنُ شِهَابٍ وَأَخْبَرَنِي سَعِيدُ بْنُ الْمُسَيَّبِ مِثْلَهُ,bukhari-03343-00,وَأَخْبَرَنِي,12300,0,0,وَقَالَ,ابْنُ شِهَابٍ,7
 3343 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ يُوسُفَ حَدَّثَنَا اللَّيْثُ عَنْ عُقَيْلٍ عَنْ ابْنِ شِهَابٍ عَنْ عُرْوَةَ بْنِ الزُّبَيْرِ عَنْ عَائِشَةَ رَضِيَ اللَّهُ عَنْهَا وَقَالَ ابْنُ شِهَابٍ وَأَخْبَرَنِي سَعِيدُ بْنُ الْمُسَيَّبِ مِثْلَهُ,bukhari-03343-00,مِثْلَهُ,15990,0,0,وَأَخْبَرَنِي,سَعِيدُ بْنُ الْمُسَيَّبِ,8
 3344 حَدَّثَنَا حَفْصُ بْنُ عُمَرَ حَدَّثَنَا شُعْبَةُ عَنْ حُمَيْدٍ عَنْ أَنَسٍ رَضِيَ اللَّهُ عَنْهُ قَالَ,bukhari-03344-00,حَدَّثَنَا,14181,0,0,3344 حَدَّثَنَا,حَفْصُ بْنُ عُمَرَ,1
 3344 حَدَّثَنَا حَفْصُ بْنُ عُمَرَ حَدَّثَنَا شُعْبَةُ عَنْ حُمَيْدٍ عَنْ أَنَسٍ رَضِيَ اللَّهُ عَنْهُ قَالَ,bukhari-03344-00,عَنْ,16102,0,0,حَدَّثَنَا,شُعْبَةُ,2
 3344 حَدَّثَنَا حَفْصُ بْنُ عُمَرَ حَدَّثَنَا شُعْبَةُ عَنْ حُمَيْدٍ عَنْ أَنَسٍ رَضِيَ اللَّهُ عَنْهُ قَالَ,bukhari-03344-00,عَنْ,15767,0,0,عَنْ,حُمَيْدٍ,3
 3344 حَدَّثَنَا حَفْصُ بْنُ عُمَرَ حَدَّثَنَا شُعْبَةُ عَنْ حُمَيْدٍ عَنْ أَنَسٍ رَضِيَ اللَّهُ عَنْهُ قَالَ,bukhari-03344-00,رَضِيَ اللَّهُ عَنْهُ قَالَ,9,0,0,عَنْ,أَنَسٍ,4
 3345 حَدَّثَنَا مُحَمَّدُ بْنُ كَثِيرٍ أَخْبَرَنَا شُعْبَةُ عَنْ مَنْصُورٍ عَنْ سَالِمٍ عَنْ جَابِرٍ رَضِيَ اللَّهُ عَنْهُ,bukhari-03345-00,عَنْ,16102,0,0,أَخْبَرَنَا,شُعْبَةُ,1
 3345 حَدَّثَنَا مُحَمَّدُ بْنُ كَثِيرٍ أَخْبَرَنَا شُعْبَةُ عَنْ مَنْصُورٍ عَنْ سَالِمٍ عَنْ جَابِرٍ رَضِيَ اللَّهُ عَنْهُ,bukhari-03345-00,عَنْ,17152,0,0,عَنْ,مَنْصُورٍ,2
 3345 حَدَّثَنَا مُحَمَّدُ بْنُ كَثِيرٍ أَخْبَرَنَا شُعْبَةُ عَنْ مَنْصُورٍ عَنْ سَالِمٍ عَنْ جَابِرٍ رَضِيَ اللَّهُ عَنْهُ,bukhari-03345-00,عَنْ,15957,0,0,عَنْ,سَالِمٍ,3
 3345 حَدَّثَنَا مُحَمَّدُ بْنُ كَثِيرٍ أَخْبَرَنَا شُعْبَةُ عَنْ مَنْصُورٍ عَنْ سَالِمٍ عَنْ جَابِرٍ رَضِيَ اللَّهُ عَنْهُ,bukhari-03345-00,رَضِيَ اللَّهُ عَنْهُ,36,0,0,عَنْ,جَابِرٍ,4
 3346 حَدَّثَنَا عَلِيُّ بْنُ عَبْدِ اللَّهِ حَدَّثَنَا سُفْيَانُ عَنْ أَيُّوبَ عَنْ ابْنِ سِيرِينَ قَالَ سَمِعْتُ أَبَا هُرَيْرَةَ يَقُولُ,bukhari-03346-00,حَدَّثَنَا,16604,0,0,3346 حَدَّثَنَا,عَلِيُّ بْنُ عَبْدِ اللَّهِ,1
 3346 حَدَّثَنَا عَلِيُّ بْنُ عَبْدِ اللَّهِ حَدَّثَنَا سُفْيَانُ عَنْ أَيُّوبَ عَنْ ابْنِ سِيرِينَ قَالَ سَمِعْتُ أَبَا هُرَيْرَةَ يَقُولُ,bukhari-03346-00,عَنْ,16008,0,0,حَدَّثَنَا,سُفْيَانُ,2
 3346 حَدَّثَنَا عَلِيُّ بْنُ عَبْدِ اللَّهِ حَدَّثَنَا سُفْيَانُ عَنْ أَيُّوبَ عَنْ ابْنِ سِيرِينَ قَالَ سَمِعْتُ أَبَا هُرَيْرَةَ يَقُولُ,bukhari-03346-00,عَنْ,12341,0,0,عَنْ,أَيُّوبَ,3
 3346 حَدَّثَنَا عَلِيُّ بْنُ عَبْدِ اللَّهِ حَدَّثَنَا سُفْيَانُ عَنْ أَيُّوبَ عَنْ ابْنِ سِيرِينَ قَالَ سَمِعْتُ أَبَا هُرَيْرَةَ يَقُولُ,bukhari-03346-00,قَالَ سَمِعْتُ,16972,0,0,عَنْ,ابْنِ سِيرِينَ,4
 3346 حَدَّثَنَا عَلِيُّ بْنُ عَبْدِ اللَّهِ حَدَّثَنَا سُفْيَانُ عَنْ أَيُّوبَ عَنْ ابْنِ سِيرِينَ قَالَ سَمِعْتُ أَبَا هُرَيْرَةَ يَقُولُ,bukhari-03346-00,يَقُولُ,3,0,0,قَالَ سَمِعْتُ,أَبَا هُرَيْرَةَ,5
 3348 حَدَّثَنَا مُحَمَّدُ بْنُ عُبَيْدِ اللَّهِ حَدَّثَنَا حَاتِمٌ عَنْ الْجُعَيْدِ بْنِ عَبْدِ الرَّحْمَنِ قَالَ سَمِعْتُ السَّائِبَ بْنَ يَزِيدَ قَالَ قَالَ ابْنُ عُبَيْدِ اللَّهِ الْحُجْلَةُ مِنْ حُجَلِ الْفَرَسِ الَّذِي بَيْنَ عَيْنَيْهِ قَالَ إِبْرَاهِيمُ بْنُ حَمْزَةَ مِثْلَ زِرِّ الْحَجَلَةِ,bukhari-03348-00,عَنْ,15667,0,0,حَدَّثَنَا,حَاتِمٌ,1
 3348 حَدَّثَنَا مُحَمَّدُ بْنُ عُبَيْدِ اللَّهِ حَدَّثَنَا حَاتِمٌ عَنْ الْجُعَيْدِ بْنِ عَبْدِ الرَّحْمَنِ قَالَ سَمِعْتُ السَّائِبَ بْنَ يَزِيدَ قَالَ قَالَ ابْنُ عُبَيْدِ اللَّهِ الْحُجْلَةُ مِنْ حُجَلِ الْفَرَسِ الَّذِي بَيْنَ عَيْنَيْهِ قَالَ إِبْرَاهِيمُ بْنُ حَمْزَةَ مِثْلَ زِرِّ الْحَجَلَةِ,bukhari-03348-00,قَالَ,256,0,0,قَالَ سَمِعْتُ,السَّائِبَ بْنَ يَزِيدَ,2
 3349 حَدَّثَنَا أَبُو عَاصِمٍ عَنْ عُمَرَ بْنِ سَعِيدِ بْنِ أَبِي حُسَيْنٍ عَنْ ابْنِ أَبِي مُلَيْكَةَ عَنْ عُقْبَةَ بْنِ الْحَارِثِ قَالَ,bukhari-03349-00,عَنْ,12063,0,0,3349 حَدَّثَنَا,أَبُو عَاصِمٍ,1
 3349 حَدَّثَنَا أَبُو عَاصِمٍ عَنْ عُمَرَ بْنِ سَعِيدِ بْنِ أَبِي حُسَيْنٍ عَنْ ابْنِ أَبِي مُلَيْكَةَ عَنْ عُقْبَةَ بْنِ الْحَارِثِ قَالَ,bukhari-03349-00,عَنْ,12531,0,0,عَنْ,ابْنِ أَبِي مُلَيْكَةَ,2
 3350 حَدَّثَنَا أَحْمَدُ بْنُ يُونُسَ حَدَّثَنَا زُهَيْرٌ حَدَّثَنَا إِسْمَاعِيلُ عَنْ أَبِي جُحَيْفَةَ رَضِيَ اللَّهُ عَنْهُ قَالَ,bukhari-03350-00,حَدَّثَنَا,12297,0,0,3350 حَدَّثَنَا,أَحْمَدُ بْنُ يُونُسَ,1
 3350 حَدَّثَنَا أَحْمَدُ بْنُ يُونُسَ حَدَّثَنَا زُهَيْرٌ حَدَّثَنَا إِسْمَاعِيلُ عَنْ أَبِي جُحَيْفَةَ رَضِيَ اللَّهُ عَنْهُ قَالَ,bukhari-03350-00,حَدَّثَنَا,15932,0,0,حَدَّثَنَا,زُهَيْرٌ,2
 3350 حَدَّثَنَا أَحْمَدُ بْنُ يُونُسَ حَدَّثَنَا زُهَيْرٌ حَدَّثَنَا إِسْمَاعِيلُ عَنْ أَبِي جُحَيْفَةَ رَضِيَ اللَّهُ عَنْهُ قَالَ,bukhari-03350-00,عَنْ,12428,0,0,حَدَّثَنَا,إِسْمَاعِيلُ,3
 3350 حَدَّثَنَا أَحْمَدُ بْنُ يُونُسَ حَدَّثَنَا زُهَيْرٌ حَدَّثَنَا إِسْمَاعِيلُ عَنْ أَبِي جُحَيْفَةَ رَضِيَ اللَّهُ عَنْهُ قَالَ,bukhari-03350-00,رَضِيَ اللَّهُ عَنْهُ قَالَ,9473,0,0,عَنْ,أَبِي جُحَيْفَةَ,4
 3352 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ رَجَاءٍ حَدَّثَنَا إِسْرَائِيلُ عَنْ أَبِي إِسْحَاقَ عَنْ وَهْبٍ أَبِي جُحَيْفَةَ السُّوَائِيِّ قَالَ,bukhari-03352-00,حَدَّثَنَا,16432,0,0,3352 حَدَّثَنَا,عَبْدُ اللَّهِ بْنُ رَجَاءٍ,1
 3352 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ رَجَاءٍ حَدَّثَنَا إِسْرَائِيلُ عَنْ أَبِي إِسْحَاقَ عَنْ وَهْبٍ أَبِي جُحَيْفَةَ السُّوَائِيِّ قَالَ,bukhari-03352-00,عَنْ,12424,0,0,حَدَّثَنَا,إِسْرَائِيلُ,2
 3352 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ رَجَاءٍ حَدَّثَنَا إِسْرَائِيلُ عَنْ أَبِي إِسْحَاقَ عَنْ وَهْبٍ أَبِي جُحَيْفَةَ السُّوَائِيِّ قَالَ,bukhari-03352-00,عَنْ,11813,0,0,عَنْ,أَبِي إِسْحَاقَ,3
 3352 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ رَجَاءٍ حَدَّثَنَا إِسْرَائِيلُ عَنْ أَبِي إِسْحَاقَ عَنْ وَهْبٍ أَبِي جُحَيْفَةَ السُّوَائِيِّ قَالَ,bukhari-03352-00,قَالَ,9473,0,0,عَنْ,وَهْبٍ أَبِي جُحَيْفَةَ السُّوَائِيِّ,4
 3353 حَدَّثَنَا عِصَامُ بْنُ خَالِدٍ حَدَّثَنَا حَرِيزُ بْنُ عُثْمَانَ أَنَّهُ سَأَلَ عَبْدَ اللَّهِ بْنَ بُسْرٍ صَاحِبَ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ قَالَ,bukhari-03353-00,أَنَّهُ سَأَلَ,15710,0,0,حَدَّثَنَا,حَرِيزُ بْنُ عُثْمَانَ,1
 3353 حَدَّثَنَا عِصَامُ بْنُ خَالِدٍ حَدَّثَنَا حَرِيزُ بْنُ عُثْمَانَ أَنَّهُ سَأَلَ عَبْدَ اللَّهِ بْنَ بُسْرٍ صَاحِبَ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ قَالَ,bukhari-03353-00,صَاحِبَ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ قَالَ,11788,0,0,أَنَّهُ سَأَلَ,عَبْدَ اللَّهِ بْنَ بُسْرٍ,2
 3355 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ يُوسُفَ أَخْبَرَنَا مَالِكُ بْنُ أَنَسٍ عَنْ رَبِيعَةَ بْنِ أَبِي عَبْدِ الرَّحْمَنِ عَنْ أَنَسِ بْنِ مَالِكٍ رَضِيَ اللَّهُ عَنْهُ أَنَّهُ سَمِعَهُ يَقُولُ,bukhari-03355-00,أَخْبَرَنَا,16475,0,0,3355 حَدَّثَنَا,عَبْدُ اللَّهِ بْنُ يُوسُفَ,1
 3355 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ يُوسُفَ أَخْبَرَنَا مَالِكُ بْنُ أَنَسٍ عَنْ رَبِيعَةَ بْنِ أَبِي عَبْدِ الرَّحْمَنِ عَنْ أَنَسِ بْنِ مَالِكٍ رَضِيَ اللَّهُ عَنْهُ أَنَّهُ سَمِعَهُ يَقُولُ,bukhari-03355-00,عَنْ,16867,0,0,أَخْبَرَنَا,مَالِكُ بْنُ أَنَسٍ,2
 3355 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ يُوسُفَ أَخْبَرَنَا مَالِكُ بْنُ أَنَسٍ عَنْ رَبِيعَةَ بْنِ أَبِي عَبْدِ الرَّحْمَنِ عَنْ أَنَسِ بْنِ مَالِكٍ رَضِيَ اللَّهُ عَنْهُ أَنَّهُ سَمِعَهُ يَقُولُ,bukhari-03355-00,عَنْ,15885,0,0,عَنْ,رَبِيعَةَ بْنِ أَبِي عَبْدِ الرَّحْمَنِ,3
 3355 حَدَّثَنَا عَبْدُ اللَّهِ بْنُ يُوسُفَ أَخْبَرَنَا مَالِكُ بْنُ أَنَسٍ عَنْ رَبِيعَةَ بْنِ أَبِي عَبْدِ الرَّحْمَنِ عَنْ أَنَسِ بْنِ مَالِكٍ رَضِيَ اللَّهُ عَنْهُ أَنَّهُ سَمِعَهُ يَقُولُ,bukhari-03355-00,رَضِيَ اللَّهُ عَنْهُ أَنَّهُ سَمِعَهُ يَقُولُ,9,0,0,عَنْ,أَنَسِ بْنِ مَالِكٍ,4
 3356 حَدَّثَنَا أَحْمَدُ بْنُ سَعِيدٍ أَبُو عَبْدِ اللَّهِ حَدَّثَنَا إِسْحَاقُ بْنُ مَنْصُورٍ حَدَّثَنَا إِبْرَاهِيمُ بْنُ يُوسُفَ عَنْ أَبِيهِ عَنْ أَبِي إِسْحَاقَ قَالَ سَمِعْتُ الْبَرَاءَ يَقُولُ,bukhari-03356-00,حَدَّثَنَا,14348,0,0,3356 حَدَّثَنَا,أَحْمَدُ بْنُ سَعِيدٍ أَبُو عَبْدِ اللَّهِ,1
 3356 حَدَّثَنَا أَحْمَدُ بْنُ سَعِيدٍ أَبُو عَبْدِ اللَّهِ حَدَّثَنَا إِسْحَاقُ بْنُ مَنْصُورٍ حَدَّثَنَا إِبْرَاهِيمُ بْنُ يُوسُفَ عَنْ أَبِيهِ عَنْ أَبِي إِسْحَاقَ قَالَ سَمِعْتُ الْبَرَاءَ يَقُولُ,bukhari-03356-00,عَنْ,17401,0,0,عَنْ,أَبِيهِ,2
 3356 حَدَّثَنَا أَحْمَدُ بْنُ سَعِيدٍ أَبُو عَبْدِ اللَّهِ حَدَّثَنَا إِسْحَاقُ بْنُ مَنْصُورٍ حَدَّثَنَا إِبْرَاهِيمُ بْنُ يُوسُفَ عَنْ أَبِيهِ عَنْ أَبِي إِسْحَاقَ قَالَ سَمِعْتُ الْبَرَاءَ يَقُولُ,bukhari-03356-00,قَالَ سَمِعْتُ,11813,0,0,عَنْ,أَبِي إِسْحَاقَ,3
 3356 حَدَّثَنَا أَحْمَدُ بْنُ سَعِيدٍ أَبُو عَبْدِ اللَّهِ حَدَّثَنَا إِسْحَاقُ بْنُ مَنْصُورٍ حَدَّثَنَا إِبْرَاهِيمُ بْنُ يُوسُفَ عَنْ أَبِيهِ عَنْ أَبِي إِسْحَاقَ قَالَ سَمِعْتُ الْبَرَاءَ يَقُولُ,bukhari-03356-00,يَقُولُ,48,0,0,قَالَ سَمِعْتُ,الْبَرَاءَ,4
 3357 حَدَّثَنَا أَبُو نُعَيْمٍ حَدَّثَنَا هَمَّامٌ عَنْ قَتَادَةَ قَالَ سَأَلْتُ أَنَسًا,bukhari-03357-00,حَدَّثَنَا,12180,0,0,3357 حَدَّثَنَا,أَبُو نُعَيْمٍ,1
 3357 حَدَّثَنَا أَبُو نُعَيْمٍ حَدَّثَنَا هَمَّامٌ عَنْ قَتَادَةَ قَالَ سَأَلْتُ أَنَسًا,bukhari-03357-00,عَنْ,17258,0,0,حَدَّثَنَا,هَمَّامٌ,2
 3357 حَدَّثَنَا أَبُو نُعَيْمٍ حَدَّثَنَا هَمَّامٌ عَنْ قَتَادَةَ قَالَ سَأَلْتُ أَنَسًا,bukhari-03357-00,قَالَ سَأَلْتُ,16815,0,0,عَنْ,قَتَادَةَ,3
 3357 حَدَّثَنَا أَبُو نُعَيْمٍ حَدَّثَنَا هَمَّامٌ عَنْ قَتَادَةَ قَالَ سَأَلْتُ أَنَسًا,bukhari-03357-00,,9,0,0,قَالَ سَأَلْتُ,أَنَسًا,4
 3358 حَدَّثَنَا حَفْصُ بْنُ عُمَرَ حَدَّثَنَا شُعْبَةُ عَنْ أَبِي إِسْحَاقَ عَنْ الْبَرَاءِ بْنِ [ ص: 1304 ] عَازِبٍ رَضِيَ اللَّهُ عَنْهُمَا قَالَ قَالَ يُوسُفُ بْنُ أَبِي إِسْحَاقَ عَنْ أَبِيهِ إِلَى مَنْكِبَيْهِ,bukhari-03358-00,حَدَّثَنَا,14181,0,0,3358 حَدَّثَنَا,حَفْصُ بْنُ عُمَرَ,1
 3358 حَدَّثَنَا حَفْصُ بْنُ عُمَرَ حَدَّثَنَا شُعْبَةُ عَنْ أَبِي إِسْحَاقَ عَنْ الْبَرَاءِ بْنِ [ ص: 1304 ] عَازِبٍ رَضِيَ اللَّهُ عَنْهُمَا قَالَ قَالَ يُوسُفُ بْنُ أَبِي إِسْحَاقَ عَنْ أَبِيهِ إِلَى مَنْكِبَيْهِ,bukhari-03358-00,عَنْ,16102,0,0,حَدَّثَنَا,شُعْبَةُ,2
 3358 حَدَّثَنَا حَفْصُ بْنُ عُمَرَ حَدَّثَنَا شُعْبَةُ عَنْ أَبِي إِسْحَاقَ عَنْ الْبَرَاءِ بْنِ [ ص: 1304 ] عَازِبٍ رَضِيَ اللَّهُ عَنْهُمَا قَالَ قَالَ يُوسُفُ بْنُ أَبِي إِسْحَاقَ عَنْ أَبِيهِ إِلَى مَنْكِبَيْهِ,bukhari-03358-00,عَنْ,11813,0,0,عَنْ,أَبِي إِسْحَاقَ,3
 3358 حَدَّثَنَا حَفْصُ بْنُ عُمَرَ حَدَّثَنَا شُعْبَةُ عَنْ أَبِي إِسْحَاقَ عَنْ الْبَرَاءِ بْنِ [ ص: 1304 ] عَازِبٍ رَضِيَ اللَّهُ عَنْهُمَا قَالَ قَالَ يُوسُفُ بْنُ أَبِي إِسْحَاقَ عَنْ أَبِيهِ إِلَى مَنْكِبَيْهِ,bukhari-03358-00,رَضِيَ اللَّهُ عَنْهُمَا قَالَ,48,0,0,عَنْ,الْبَرَاءِ بْنِ [ ص: 1304 ] عَازِبٍ,4
 3359 حَدَّثَنَا أَبُو نُعَيْمٍ حَدَّثَنَا زُهَيْرٌ عَنْ أَبِي إِسْحَاقَ قَالَ سُئِلَ الْبَرَاءُ,bukhari-03359-00,حَدَّثَنَا,12180,0,0,3359 حَدَّثَنَا,أَبُو نُعَيْمٍ,1
 3359 حَدَّثَنَا أَبُو نُعَيْمٍ حَدَّثَنَا زُهَيْرٌ عَنْ أَبِي إِسْحَاقَ قَالَ سُئِلَ الْبَرَاءُ,bukhari-03359-00,عَنْ,15932,0,0,حَدَّثَنَا,زُهَيْرٌ,2
 3359 حَدَّثَنَا أَبُو نُعَيْمٍ حَدَّثَنَا زُهَيْرٌ عَنْ أَبِي إِسْحَاقَ قَالَ سُئِلَ الْبَرَاءُ,bukhari-03359-00,قَالَ سُئِلَ,11813,0,0,عَنْ,أَبِي إِسْحَاقَ,3
 3359 حَدَّثَنَا أَبُو نُعَيْمٍ حَدَّثَنَا زُهَيْرٌ عَنْ أَبِي إِسْحَاقَ قَالَ سُئِلَ الْبَرَاءُ,bukhari-03359-00,,48,0,0,قَالَ سُئِلَ,الْبَرَاءُ,4
 3360 حَدَّثَنَا الْحَسَنُ بْنُ مَنْصُورٍ أَبُو عَلِيٍّ حَدَّثَنَا حَجَّاجُ بْنُ مُحَمَّدٍ الْأَعْوَرُ بِالْمَصِّيصَةِ حَدَّثَنَا شُعْبَةُ عَنْ الْحَكَمِ قَالَ سَمِعْتُ أَبَا جُحَيْفَةَ قَالَ خَرَجَ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ بِالْهَاجِرَةِ إِلَى الْبَطْحَاءِ فَتَوَضَّأَ ثُمَّ صَلَّى الظُّهْرَ رَكْعَتَيْنِ وَالْعَصْرَ رَكْعَتَيْنِ وَبَيْنَ يَدَيْهِ عَنَزَةٌ قَالَ شُعْبَةُ وَزَادَ فِيهِ عَوْنٌ عَنْ أَبِيهِ أَبِي جُحَيْفَةَ قَالَ,bukhari-03360-00,بِالْمَصِّيصَةِ  ,15697,0,0,حَدَّثَنَا,حَجَّاجُ بْنُ مُحَمَّدٍ الْأَعْوَرُ,1
